POSTCODE;LAT;LON
2512;52,0733910;4,3045919
2513;52,0788081;4,3015697
2514;52,0855252;4,3106275
2515;52,0725140;4,3203823
2516;52,0663979;4,3346924
2517;52,0844686;4,2837455
2518;52,0813825;4,2943508
2521;52,0633827;4,3198815
2522;52,0606206;4,3269892
2523;52,0568498;4,3194325
2524;52,0533185;4,3145805
2525;52,0643527;4,3030612
2526;52,0680058;4,3078900
2531;52,0534961;4,3023622
2532;52,0475316;4,2969878
2533;52,0504909;4,2907061
2541;52,0469097;4,2771783
2542;52,0363968;4,2666178
2543;52,0400393;4,2605551
2544;52,0440184;4,2569100
2545;52,0493418;4,2729601
2546;52,0586546;4,2739829
2547;52,0619795;4,2679688
2548;52,0290659;4,2916517
2551;52,0588880;4,2364982
2552;52,0545230;4,2476443
2553;52,0481792;4,2297539
2554;52,0678778;4,2258364
2555;52,0653073;4,2394208
2561;52,0758252;4,2767941
2562;52,0748277;4,2817576
2563;52,0730461;4,2713347
2564;52,0682568;4,2576550
2565;52,0768950;4,2635623
2566;52,0794616;4,2546577
2571;52,0690192;4,2877528
2572;52,0645142;4,2942712
2573;52,0653925;4,2845577
2574;52,0645126;4,2774232
2581;52,0917780;4,2697316
2582;52,0932105;4,2766625
2583;52,0945735;4,2639883
2584;52,1036965;4,2786856
2585;52,0920345;4,3028171
2586;52,1095421;4,2805282
2587;52,1110906;4,2913847
2591;52,0948403;4,3645877
2592;52,0925516;4,3551105
2593;52,0862255;4,3426191
2594;52,0947692;4,3471930
2595;52,0817385;4,3352408
2596;52,0938218;4,3211703
2597;52,1024761;4,3194963
2611;52,0125110;4,3599985
2612;52,0180203;4,3641495
2613;52,0093226;4,3494259
2614;52,0089382;4,3362525
2616;52,0190348;4,3785175
2622;51,9821332;4,3456899
2623;51,9845765;4,3610152
2624;51,9955993;4,3555672
2625;51,9922302;4,3421741
2626;51,9797726;4,3610834
2627;51,9969630;4,3657449
2628;52,0043138;4,3750273
2629;51,9885590;4,3841688
2631;52,0444895;4,3969367
2632;52,0488435;4,3941010
2635;52,0034190;4,3291641
2636;51,9765750;4,3192806
2641;52,0188891;4,4349523
2642;52,0125708;4,4487626
2643;52,0070785;4,4391688
2645;52,0047468;4,3965107
2651;51,9958587;4,4773675
2652;51,9928264;4,4632744
2661;51,9892611;4,5047437
2662;51,9881475;4,4891458
2665;52,0149419;4,5382066
2671;51,9936457;4,2085572
2672;51,9940233;4,2168179
2673;52,0018110;4,2010929
2675;52,0083751;4,2319079
2676;51,9587137;4,2168340
2678;51,9772650;4,2505450
2681;52,0267651;4,1784999
2684;52,0302672;4,1686131
2685;52,0256532;4,2216516
2691;51,9986783;4,1687893
2692;51,9987935;4,1640778
2693;52,0001360;4,1804540
2694;52,0073160;4,1662946
2711;52,0616132;4,4920617
2712;52,0515854;4,4995537
2713;52,0545697;4,4852448
2715;52,0557665;4,4745894
2716;52,0573627;4,4646018
2717;52,0671227;4,4756243
2718;52,0405175;4,4957355
2719;52,0420354;4,4742664
2721;52,0587509;4,5444468
2722;52,0563651;4,5073873
2723;52,0632002;4,5188944
2724;52,0655410;4,5091778
2725;52,0739752;4,4990117
2726;52,0679990;4,4885495
2727;52,0718029;4,5126018
2728;52,0753471;4,5222552
2729;52,0648656;4,5363415
2731;52,0772633;4,5465442
2735;52,0901076;4,5327250
2741;52,0449940;4,6564927
2742;52,0436152;4,6431139
2743;52,0373240;4,6374592
2751;52,0461356;4,5792291
2752;52,0399693;4,5834828
2761;52,0096367;4,5859119
2771;52,0747975;4,6577658
2801;52,0120524;4,7085163
2802;52,0065303;4,7003295
2803;52,0253548;4,6962602
2804;52,0327293;4,7085346
2805;52,0207838;4,7200205
2806;52,0130231;4,7224361
2807;52,0101372;4,7456956
2808;52,0054452;4,7233673
2809;52,0055289;4,6806260
2811;52,0480021;4,7224870
2821;51,9732039;4,7694102
2825;51,9498488;4,7083717
2831;51,9862350;4,6805697
2841;51,9894229;4,6664488
2851;52,0012348;4,7790557
2855;51,9776034;4,8233895
2861;51,9347199;4,7880775
2865;51,9281544;4,8090035
2871;51,9493460;4,8492368
2872;51,9482047;4,8714456
2901;51,9162874;4,5644982
2902;51,9261158;4,5798198
2903;51,9309551;4,5917459
2904;51,9342990;4,6082873
2905;51,9396508;4,6009074
2906;51,9353078;4,5690915
2907;51,9501953;4,5811899
2908;51,9577724;4,5815849
2909;51,9162233;4,5471330
2911;51,9609548;4,6181702
2912;51,9653982;4,6073340
2913;51,9817285;4,6086404
2914;51,9730550;4,6173827
2921;51,9117078;4,5850950
2922;51,9181139;4,5927740
2923;51,9138817;4,6049564
2924;51,9240740;4,6138027
2925;51,9197582;4,6209113
2926;51,9107486;4,6089798
2931;51,8971174;4,6288969
2935;51,9403547;4,6404406
2941;51,9002082;4,6858018
2951;51,8660454;4,6639752
2952;51,8571170;4,6716678
2953;51,8715353;4,6458382
2954;51,8724044;4,6620187
2957;51,8872665;4,6789794
2959;51,9026689;4,7525392
2961;51,8877260;4,6339513
2964;51,9266615;4,8334234
2965;51,9326702;4,8714844
2967;51,9336819;4,8852323
2968;51,9393314;4,9011498
2969;51,8584873;4,7060291
2971;51,8714703;4,7816089
2973;51,8769396;4,8276363
2974;51,8838095;4,8256428
2975;51,8912637;4,8695106
2977;51,9048902;4,8993075
2981;51,8686438;4,5971498
2982;51,8735869;4,5917047
2983;51,8844606;4,6062212
2984;51,8721402;4,6171025
2985;51,8640902;4,6024710
2986;51,8632892;4,6162417
2987;51,8934691;4,5809527
2988;51,8580562;4,5841362
2989;51,8539602;4,6332465
2991;51,8530836;4,5473978
2992;51,8541967;4,5294030
2993;51,8524662;4,4984887
2994;51,8601631;4,5006218
2995;51,8355620;4,5670965
3011;51,9205486;4,4873796
3012;51,9186779;4,4766011
3013;51,9246963;4,4734967
3014;51,9190680;4,4667459
3015;51,9135131;4,4675083
3016;51,9086223;4,4767102
3021;51,9165828;4,4595861
3022;51,9194313;4,4494152
3023;51,9132906;4,4512659
3024;51,9063519;4,4556701
3025;51,9087890;4,4435557
3026;51,9130557;4,4425785
3027;51,9170008;4,4362503
3028;51,9168441;4,4212684
3029;51,9070789;4,4366099
3031;51,9268830;4,4910841
3032;51,9299094;4,4770642
3033;51,9278220;4,4694405
3034;51,9342020;4,4948221
3035;51,9330572;4,4814484
3036;51,9372597;4,4831323
3037;51,9370580;4,4734106
3038;51,9348445;4,4650450
3039;51,9306164;4,4600817
3041;51,9286732;4,4428455
3042;51,9343822;4,4339554
3043;51,9408052;4,4264446
3044;51,9299827;4,4204186
3045;51,9477526;4,4498416
3046;51,9633004;4,4143247
3047;51,9455994;4,4079377
3051;51,9450584;4,4775225
3052;51,9531087;4,4712043
